drugName,condition,review,rating,usefulCount
Levothyroxine,"Hypothyroidism, After Thyroid Removal","""My surgeon took charge of my Synthroid medicines - big mistake - it was not until I saw an endocrinologist that I found the correct dosage and felt better.  It took 18 months to find the correct dosage.  I now take 0.2mg Mon-Fri and add 0.05mg on the weekends.  This works for me.  I had many problems before I got the right dose, and my surgeon said they were not from the Synthroid - he was wrong.  I had extreme fatigue, sleeping 10 hours per night and 1 hour in the afternoons.  I had trouble remembering things, as well as the inability to concentrate.  I was off balance and frequently missed steps and curbs while walking.  As well as often feeling like I was going to black out or faint - never did.  With the correct dose everything is much better.""",9.0,128
NuvaRing,Birth Control,"""This is the first form of hormonal birth control I have been on. I&#039;m 27. I love it. I have had no negative side effects at all. I normally have bad PMS and mood swings and bad cramping.  My doctor has me using it in a way I only get a period every 3 months.  It has normalized my mood which is the main thing I was hoping for besides not getting pregnant. I have to switch though because there is no generic and my insurance only covers $10 of it. So it&#039;s expensive for me.""",8.0,9
FluMist,Influenza Prophylaxis,"""My son got the Flumist and was a little tired for a couple of days and loss of appetite. It&#039;s now day 4 and he has a fever of 100.5, not too high.  We will see how long it takes for it to go away.  My 6 year old had tiredness, sneezing and stuffiness and keeps taking her temperature but seems to be okay.  My 9 year old just has some stuffiness.  I wonder if body weight has anything to do with it since they all received the same dose.  Maybe the dosage should be tailored to body weight.""",7.0,8
Suboxone,Opiate Dependence,"""I have just started taking suboxone again, I was on it for 6 months in Virginia and I did very well on this medication. I moved to Tennessee and ran out and relapsed until I could get back on Suboxone. If you are really ready to stop usuing then Suboxone is very effective. I dont think I could do it without it. Suboxone not only changed my life, it saved my life.""",10.0,25
Varenicline,Smoking Cessation,"""I quit after 6 weeks on Chantix. Been smoking 40+ years about 2 packs a day. Smoke free for 8 days now, the longest I have ever gone. I still want a cig from time to time but no uncomfortable cravings at all. No shakes or anything like that. Maybe just habit. No side effects except sleeplessness the first 2 weeks. That&#039;s it. I was concerned that drinking would cause me to cave in but have no desire whatsoever when I drink! It&#039;s all good and insurance paid for 5 months 100% no copay.""",10.0,9
Tussionex Pennkinetic,Cough,"""Only thing that helps a cough so bad you are throwing up.""",10.0,8
Qsymia,Obesity,"""5&#039;4 African American Female-
Beginning weight: 208lbs
Weight after 2 week trial: 197
6 days after increasing dose: 193
No exercise.
Side effects: no energy, Dramatic decrease in appetite, insomnia, increased heart rate, increased anxiety, and unusual anger. 

I&#039;m losing weight, rapidly, but is it worth it?""",9.0,29
Ortho Evra,Birth Control,"""I have been on the patch for about 2 years now, it is really good and simple to use, no weight gain no throwing up. After a year I decided to swap to the pill just to try and had a horrible time. I felt sick all of the time, was too moody and just wanted to be alone, my sex drive plumeted and everything felt horrible. I went back on the patch and everythings been fine since. The only problem is I get a square shaped rash wherever it has been.""",9.0,0
Lisdexamfetamine,ADHD,"""I&#039;m a 24 year old female who was diagnosed with ADD last July. I&#039;ve been on Ritalin, Adderall and now Vyvanse. I started off on Vyvanse 30 mg about a month ago. It didn&#039;t do a thing for me. My doctor upped my dosage to 50 mg a little over a week ago. Since then things haven&#039;t been too pretty. My mind is clear, which is great but I&#039;m completely unmotivated to do anything. I don&#039;t want to clean. I don&#039;t want to leave my house. I don&#039;t want to do anything. I feel exhausted. I guess it&#039;s like a zombie like state that I wouldn&#039;t mind if I didn&#039;t have a child and a house to care for. I&#039;m hoping my doctor will switch me to Adderall XR. I&#039;ve always lacked energy and this definitely isn&#039;t helping.""",3.0,7
Methocarbamol,Muscle Spasm,"""Today is the first day I took it (literally prescribed this morning) only for occasional use, due to my scripts of sedatives and pain medications. It is not sedating, I do have blurred vision but my muscles are EXTREMELY relaxed, but not too much that I can&#039;t do anything. I am a bit dizzy, but I also am taking other medications and currently on some stuff for a sinus infection. It took about an hour to kick in, but my traps, thighs, and back feel almost no pain. I feel so relaxed, I have not taken any of my Valium today, and I feel almost as if I took one, although this medicine (methocarbamol) is non sedating. I feel wonderful so far. No side effects yet. Not for everyday use, at least for me. Recommended for occasional use.""",10.0,18
Naproxen,Rheumatoid Arthritis,"""I have been using Aleve for about 6 months.  This medicine helps relieve all my aches and pains.  I&#039;m 68 and working in food industry.  Although I experience severe body and joint pains on a daily basis I take one Aleve on the days I work and can put in 4 to 6 hours pain free.  I have not suffered any side effects so far.  So far none of the other medicines I have tried have been as effective as Aleve.""",10.0,105
Sodium hyaluronate,Osteoarthritis,"""Had my last of three injections in my left knee on June 2, 2017. I had about a week of minimal pain and some return of movement. Today, June 21, 2017, the pain is about twice as bad as before the injections and my knee is swelled up so bad it&#039;s hard to put on jeans. The swelling has also moved down to my ankle.  My left ankle is twice the size of my right ankle. My doctor told me to come back in 6 weeks for a cortisone &quot;booster&quot; if I still felt pain. If I might need a &quot;booster&quot;, why was this expensive trash recommended in the first place?""",1.0,19
Cephalexin,Skin or Soft Tissue Infection,"""I had cellulitis on my lower leg. I was prescribed Cephalexin 250 mg tabs four times a day for 10 days. I saw mild relief at the end of day 2 and by day 5 the infection was on its way down (less swollen, less hot, less sensitive). I continued the medication through day 10 and it did not return. I did not have any headaches, swollen joints, etc. that others reported. I am allergic to Penicillin but do not have cross sensitivity to cephalosporins.""",10.0,53
Escitalopram,Depression,"""I am diagnosed with Bipolar II disorder, and took Lexapro for a few years for my depression. At first in helped, but then it stopped working. I am now on Cymbalta.""",6.0,8
Elbasvir / grazoprevir,Hepatitis C,"""I am on my 9th day of treatment with zepatier for Hep C I am doing very well with no side effects can&#039;t even tell I&#039;m taking it..  So glad I finally got treatment  it sure has been a journey.""",10.0,10
Atomoxetine,ADHD,"""I was prescribed Strattera for ADD 40 mg. and I was only on it for 6 days. I was warned about the side effect of having nausea and to eat before taking meds in the morning. I started Strattera on a Saturday morning and by that night I had diarrhea so bad that I thought I would have to sleep sitting on the toilet, I also had the feelings of being constantly angry,  I had really bad headaches, depression,  tireness, it worsened my anxiety and any time I would eat I ended up on the toilet for quite a while.  I was put on Strattera to help me with my ADD lack of concentration, etc,  needless to say, it didn&#039;t work what so ever. My poor butt thanked me when I quit taking it, hahaha.""",1.0,9
