drugName,condition,n_reviews,avg_rating,sentiment_score,total_useful
Amoxicillin / clavulanate,Strep Throat,49,6.55,0.6638,819
Clarithromycin,Strep Throat,40,5.22,0.5165,309
Cefdinir,Strep Throat,15,4.13,0.3965,125
Levofloxacin,Streptococcal Infection,9,7.44,0.735,214
Diltiazem,Supraventricular Tachycardia,15,7.73,0.7696,368
Cartia XT,Supraventricular Tachycardia,5,6.8,0.7118,177
Metoprolol,Supraventricular Tachycardia,54,6.81,0.6437,2327
Toprol-XL,Supraventricular Tachycardia,10,6.8,0.633,570
Atenolol,Supraventricular Tachycardia,7,7.57,0.613,112
Adenosine,Supraventricular Tachycardia,5,7.4,0.5563,33
Bisoprolol,Supraventricular Tachycardia,6,4.67,0.5258,144
Clindamycin,Surgical Prophylaxis,17,4.59,0.472,152
Oseltamivir,Swine Flu,13,7.46,0.7848,112
Tamiflu,Swine Flu,13,7.46,0.7848,112
Plaquenil,Systemic Lupus Erythematosus,19,7.89,0.841,1245
Hydroxychloroquine,Systemic Lupus Erythematosus,36,7.69,0.8291,1657
Belimumab,Systemic Lupus Erythematosus,18,7.83,0.8289,373
Benlysta,Systemic Lupus Erythematosus,18,7.83,0.8289,373
Azathioprine,Systemic Lupus Erythematosus,14,5.14,0.5467,346
Imuran,Systemic Lupus Erythematosus,12,4.92,0.533,332
Levothyroxine,TSH Suppression,7,5.86,0.5845,150
Diazepam,Temporomandibular Joint Disorde,8,9.5,0.9391,196
Valium,Temporomandibular Joint Disorde,7,9.43,0.932,193
Cyclobenzaprine,Temporomandibular Joint Disorde,11,7.45,0.8631,210
Mobic,Tendonitis,8,9.5,0.9506,740
Meloxicam,Tendonitis,24,7.42,0.7039,1093
Naproxen,Tendonitis,21,6.19,0.6333,385
Hydroxyurea,Thrombocythemia,5,5.6,0.3272,70
Thyroid desiccated,Thyroid Cance,5,8.4,0.7345,277
Econazole,Tinea Corporis,8,8.62,0.8514,82
Terbinafine,Tinea Corporis,5,4.2,0.2836,40
Lamisil AT,Tinea Cruris,5,4.8,0.4151,111
Terbinafine,Tinea Cruris,5,4.8,0.4151,111
Lamisil,Tinea Pedis,8,7.88,0.7831,92
Terbinafine,Tinea Pedis,11,6.82,0.6992,98
Selenium sulfide,Tinea Versicol,14,7.57,0.7507,415
Xanax,Tinnitus,7,9.0,0.9142,738
Alprazolam,Tinnitus,30,8.33,0.8346,1713
Amoxicillin,Tonsillitis/Pharyngitis,14,8.07,0.7938,306
Zithromax,Tonsillitis/Pharyngitis,6,8.0,0.7601,213
Azithromycin,Tonsillitis/Pharyngitis,48,6.15,0.6061,928
Clarithromycin,Tonsillitis/Pharyngitis,21,5.52,0.5597,168
Cefdinir,Tonsillitis/Pharyngitis,7,7.43,0.5464,64
Orap,Tourette's Syndrome,15,7.07,0.7884,213
Clonidine,Tourette's Syndrome,19,7.11,0.7672,470
Aripiprazole,Tourette's Syndrome,8,7.12,0.7528,140
Pimozide,Tourette's Syndrome,16,6.69,0.7417,216
Guanfacine,Tourette's Syndrome,5,6.4,0.5652,51
Flagyl,Trichomoniasis,9,6.89,0.8212,249
Metronidazole,Trichomoniasis,73,7.66,0.7327,1464
Gabapentin,Trigeminal Neuralgia,21,8.76,0.9173,1157
Neurontin,Trigeminal Neuralgia,5,8.2,0.8683,462
Trileptal,Trigeminal Neuralgia,9,8.89,0.8471,524
Oxcarbazepine,Trigeminal Neuralgia,29,8.62,0.839,1105
Tegretol XR,Trigeminal Neuralgia,10,8.5,0.8027,249
Tegretol,Trigeminal Neuralgia,30,6.87,0.7947,1212
Carbamazepine,Trigeminal Neuralgia,78,7.0,0.7655,2138
Topiramate,Trigeminal Neuralgia,10,7.0,0.7425,185
Baclofen,Trigeminal Neuralgia,7,7.43,0.7204,288
Topamax,Trigeminal Neuralgia,8,6.62,0.6863,181
Isoniazid,"Tuberculosis, Latent",9,6.11,0.7519,112
Imuran,Ulcerative Colitis,10,6.8,0.8097,347
Balsalazide,Ulcerative Colitis,9,7.33,0.7802,84
Apriso,Ulcerative Colitis,11,6.0,0.7704,124
Remicade,Ulcerative Colitis,28,7.18,0.752,773
Infliximab,Ulcerative Colitis,30,7.23,0.7507,774
Mesalamine,Ulcerative Colitis,46,7.2,0.7316,397
Lialda,Ulcerative Colitis,15,8.0,0.727,113
Azathioprine,Ulcerative Colitis,19,6.79,0.7187,408
Budesonide,Ulcerative Colitis,11,6.91,0.716,55
Colazal,Ulcerative Colitis,6,6.17,0.6714,50
Prednisone,Ulcerative Colitis,29,7.07,0.6711,708
Uceris,Ulcerative Colitis,6,6.33,0.6558,38
Sulfasalazine,Ulcerative Colitis,12,4.42,0.6308,170
Asacol,Ulcerative Colitis,7,6.0,0.6164,103
Adalimumab,Ulcerative Colitis,16,6.06,0.6029,352
Humira,Ulcerative Colitis,16,6.06,0.6029,352
Entyvio,Ulcerative Colitis,8,4.88,0.4999,149
Vedolizumab,Ulcerative Colitis,8,4.88,0.4999,149
Asacol,"Ulcerative Colitis, Active",7,7.29,0.9051,142
Rowasa,"Ulcerative Colitis, Active",5,6.8,0.8302,42
Mesalamine,"Ulcerative Colitis, Active",82,7.12,0.8025,1558
Lialda,"Ulcerative Colitis, Active",51,7.0,0.7875,1198
Pentasa,"Ulcerative Colitis, Active",5,6.0,0.7777,53
Mesalamine,"Ulcerative Colitis, Maintenance",28,7.89,0.8271,723
Asacol,"Ulcerative Colitis, Maintenance",18,7.67,0.8142,593
Mesalamine,Ulcerative Proctitis,6,9.0,0.8778,38
Levoxyl,Underactive Thyroid,14,7.36,0.8573,810
Cytomel,Underactive Thyroid,13,7.62,0.7656,1907
Armour Thyroid,Underactive Thyroid,76,7.74,0.7457,6247
Thyroid desiccated,Underactive Thyroid,109,7.57,0.727,8035
Synthroid,Underactive Thyroid,57,6.49,0.7118,4743
Levothyroxine,Underactive Thyroid,226,6.49,0.7068,11751
Liothyronine,Underactive Thyroid,26,7.5,0.68,2369
Nature-Throid,Underactive Thyroid,15,6.73,0.6736,1354
Tirosint,Underactive Thyroid,19,6.95,0.6683,1044
NP Thyroid,Underactive Thyroid,5,4.4,0.4213,99
Hydroxychloroquine,Undifferentiated Connective Tissue Disease,16,6.0,0.5926,264
Plaquenil,Undifferentiated Connective Tissue Disease,7,3.29,0.3259,161
Zithromax,Upper Respiratory Tract Infection,10,9.3,0.8405,420
Erythromycin,Upper Respiratory Tract Infection,9,7.56,0.7919,146
Cephalexin,Upper Respiratory Tract Infection,13,7.54,0.7522,532
Amoxicillin / clavulanate,Upper Respiratory Tract Infection,22,7.27,0.7155,366
Cefuroxime,Upper Respiratory Tract Infection,6,7.33,0.7131,108
Amoxicillin,Upper Respiratory Tract Infection,7,7.43,0.7018,274
Azithromycin,Upper Respiratory Tract Infection,42,7.02,0.687,1054
Augmentin,Upper Respiratory Tract Infection,19,7.11,0.6858,354
Azithromycin Dose Pack,Upper Respiratory Tract Infection,5,6.2,0.6529,202
Doxycycline,Upper Respiratory Tract Infection,23,5.87,0.5626,890
Sulfamethoxazole / trimethoprim,Upper Respiratory Tract Infection,12,4.42,0.5074,129
Clarithromycin,Upper Respiratory Tract Infection,35,5.43,0.4646,408
Biaxin,Upper Respiratory Tract Infection,6,5.67,0.3922,198
Detrol LA,Urinary Incontinence,5,7.4,0.8544,99
Oxytrol,Urinary Incontinence,12,8.25,0.8373,570
Trospium,Urinary Incontinence,10,7.7,0.7737,316
Solifenacin,Urinary Incontinence,29,7.28,0.6986,1801
VESIcare,Urinary Incontinence,27,7.33,0.6961,1799
Tolterodine,Urinary Incontinence,11,5.73,0.6633,192
Oxybutynin,Urinary Incontinence,37,6.22,0.6595,1145
Ditropan,Urinary Incontinence,5,5.8,0.6025,176
Mirabegron,Urinary Incontinence,24,5.46,0.574,978
Myrbetriq,Urinary Incontinence,22,5.45,0.556,960
Darifenacin,Urinary Incontinence,7,4.71,0.4507,143
Enablex,Urinary Incontinence,7,4.71,0.4507,143
Methenamine,Urinary Tract Infection,6,9.67,0.9569,210
Hiprex,Urinary Tract Infection,5,9.6,0.9499,200
Macrodantin,Urinary Tract Infection,8,7.75,0.8128,191
Septra,Urinary Tract Infection,6,6.17,0.7643,91
Hyoscyamine / methenamine / methylene blue / phenyl salicylate,Urinary Tract Infection,12,7.75,0.7612,138
Ceftriaxone,Urinary Tract Infection,18,9.39,0.748,508
Rocephin,Urinary Tract Infection,17,9.35,0.747,503
Cefuroxime,Urinary Tract Infection,9,6.67,0.7146,316
Amoxicillin,Urinary Tract Infection,21,7.43,0.7079,3278
Septra DS,Urinary Tract Infection,9,7.22,0.6688,164
Doxycycline,Urinary Tract Infection,18,7.17,0.6592,942
Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,Urinary Tract Infection,12,6.17,0.6289,596
Uribel,Urinary Tract Infection,11,5.82,0.5957,573
Bactrim DS,Urinary Tract Infection,82,6.05,0.5686,2274
Cipro,Urinary Tract Infection,117,5.81,0.5674,5555
Ciprofloxacin,Urinary Tract Infection,221,5.38,0.5473,6747
Levaquin,Urinary Tract Infection,24,5.92,0.5431,925
Levofloxacin,Urinary Tract Infection,34,5.53,0.5198,1002
Nitrofurantoin,Urinary Tract Infection,428,4.93,0.4734,6986
Macrobid,Urinary Tract Infection,195,4.89,0.4682,4771
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,314,4.81,0.45,5642
Amoxicillin / clavulanate,Urinary Tract Infection,18,5.11,0.4448,457
Bactrim,Urinary Tract Infection,101,4.67,0.4369,2257
SMZ-TMP DS,Urinary Tract Infection,10,3.2,0.3564,221
Augmentin,Urinary Tract Infection,7,3.71,0.3359,260
Trimethoprim,Urinary Tract Infection,10,3.0,0.3152,81
Flomax,Urinary Tract Stones,61,8.2,0.8165,2932
Tamsulosin,Urinary Tract Stones,78,7.87,0.7941,3111
Doxepin,Urticaria,10,7.7,0.9219,305
Allegra,Urticaria,18,8.78,0.8887,702
Fexofenadine,Urticaria,26,8.0,0.8559,738
Levocetirizine,Urticaria,37,8.14,0.8397,647
Xyzal,Urticaria,33,7.97,0.837,613
Xolair,Urticaria,39,8.23,0.8062,1139
Zyrtec,Urticaria,35,8.17,0.8052,1108
Omalizumab,Urticaria,60,8.2,0.7989,1360
Loratadine,Urticaria,8,6.12,0.7962,122
Cetirizine,Urticaria,49,7.47,0.7684,1186
Diphenhydramine,Urticaria,7,5.86,0.4652,34
Benadryl Allergy,Urticaria,5,4.8,0.449,32
Leuprolide,Uterine Fibroids,35,6.86,0.6797,1356
Lupron Depot,Uterine Fibroids,26,6.77,0.6333,1142
Difluprednate,Uveitis,5,6.4,0.704,46
Durezol,Uveitis,5,6.4,0.704,46
Acidophilus,Vaginal Yeast Infection,13,9.15,0.9503,472
Lactobacillus acidophilus,Vaginal Yeast Infection,15,8.6,0.8919,493
Itraconazole,Vaginal Yeast Infection,6,9.17,0.8719,87
Vagistat-1,Vaginal Yeast Infection,10,5.6,0.6609,139
Fluconazole,Vaginal Yeast Infection,232,6.93,0.6523,7099
Diflucan,Vaginal Yeast Infection,70,6.49,0.6336,2915
Terconazole,Vaginal Yeast Infection,63,6.41,0.6078,995
Tioconazole,Vaginal Yeast Infection,980,4.5,0.4121,5438
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,127,3.63,0.3371,1065
Monistat 7-Day Combination Pack,Vaginal Yeast Infection,101,3.82,0.2765,805
Miconazole,Vaginal Yeast Infection,1338,2.99,0.271,8471
Monistat 7,Vaginal Yeast Infection,88,2.92,0.2613,512
Monistat 1-Day or Night Combination Pack,Vaginal Yeast Infection,15,2.0,0.2175,102
Amiodarone,Ventricular Fibrillation,7,5.29,0.503,220
Propafenone,Ventricular Tachycardia,6,8.0,0.8832,18
Amiodarone,Ventricular Tachycardia,7,7.29,0.6932,264
Atenolol,Ventricular Tachycardia,6,8.17,0.623,151
Bonine,Vertig,7,8.43,0.8529,630
Meclizine,Vertig,93,7.16,0.7171,4983
Antivert,Vertig,7,5.57,0.6213,355
Promethazine,Vertig,6,6.33,0.5795,134
Cyanocobalamin,Vitamin B12 Deficiency,8,7.75,0.7336,148
Vitamin B12,Vitamin B12 Deficiency,5,8.2,0.644,112
Ergocalciferol,Vitamin D Deficiency,13,6.54,0.6747,784
Cholecalciferol,Vitamin D Deficiency,5,6.2,0.571,82
Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,18,6.06,0.6168,105
Duet DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,5,8.0,0.8718,36
"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,57,8.39,0.8539,377
CitraNatal 90 DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,8,7.75,0.7568,97
Prenatal Plus,Vitamin/Mineral Supplementation during Pregnancy/Lactation,10,7.8,0.7539,94
Amitriptyline,Vulvodynia,8,7.25,0.8701,159
Nortriptyline,Vulvodynia,5,8.2,0.8175,118
Elavil,Vulvodynia,5,6.4,0.7941,101
Gabapentin,Vulvodynia,6,7.17,0.7716,196
Adipex-P,Weight Loss,343,9.0,0.9291,21468
Phentermine,Weight Loss,1650,8.77,0.9084,51576
Saxenda,Weight Loss,124,8.23,0.8748,1689
Megestrol,Weight Loss,14,8.86,0.8687,506
Victoza,Weight Loss,78,7.95,0.863,2573
Liraglutide,Weight Loss,228,8.05,0.8561,4374
Phentermine / topiramate,Weight Loss,346,7.76,0.825,15820
Lorcaserin,Weight Loss,521,7.84,0.817,29001
Qsymia,Weight Loss,282,7.65,0.8147,15164
Belviq,Weight Loss,508,7.85,0.8146,28963
Ionamin,Weight Loss,7,7.29,0.7986,211
Fastin,Weight Loss,46,7.22,0.7307,3225
Bupropion / naltrexone,Weight Loss,353,6.36,0.7009,6971
Contrave,Weight Loss,343,6.34,0.6973,6967
Oxybutynin,Women (oxybutynin),6,8.33,0.7789,76
Saliva substitutes,Xerostomia,13,7.62,0.7875,255
Dermal filler,acial Wrinkles,17,5.12,0.5785,272
OnabotulinumtoxinA,acial Wrinkles,10,6.3,0.5762,32
Botox Cosmetic,acial Wrinkles,7,6.29,0.5339,31
Colchicine,amilial Mediterranean Feve,5,9.8,0.8309,18
Modafinil,atigue,29,8.9,0.9228,650
Amphetamine / dextroamphetamine,atigue,27,8.52,0.8244,964
Dextroamphetamine,atigue,6,6.83,0.8139,70
Methylphenidate,atigue,7,6.86,0.7568,92
Metformin,emale Infertility,5,7.2,0.7477,119
Clomid,emale Infertility,33,7.45,0.738,3062
Clomiphene,emale Infertility,42,7.19,0.7008,3145
Acetaminophen,eve,6,9.33,0.753,59
Amlodipine / valsartan,ge (amlodipine / valsartan),39,6.13,0.6139,1138
Nabilone,ibromyalgia,5,8.4,0.909,289
Flexeril,ibromyalgia,11,7.82,0.8994,657
Guaifenesin,ibromyalgia,72,8.51,0.8987,4702
Metaxalone,ibromyalgia,20,8.6,0.8925,813
Cyclobenzaprine,ibromyalgia,36,7.83,0.8843,1316
Skelaxin,ibromyalgia,17,8.35,0.875,767
Escitalopram,ibromyalgia,15,8.33,0.8648,458
Mucinex,ibromyalgia,29,8.34,0.8544,2924
Armodafinil,ibromyalgia,10,8.3,0.8533,498
Meloxicam,ibromyalgia,21,7.38,0.8507,1116
Nuvigil,ibromyalgia,7,8.29,0.8422,478
Xyrem,ibromyalgia,7,7.43,0.8404,385
Sodium oxybate,ibromyalgia,8,7.75,0.8369,394
Lexapro,ibromyalgia,9,8.44,0.8366,401
Amrix,ibromyalgia,7,7.71,0.8236,231
Tramadol,ibromyalgia,115,7.31,0.82,5067
Mobic,ibromyalgia,7,6.71,0.816,544
Ultram,ibromyalgia,31,7.1,0.8133,1540
Naltrexone,ibromyalgia,19,7.42,0.8092,1076
Prednisone,ibromyalgia,28,7.75,0.8092,936
Amitriptyline,ibromyalgia,77,6.6,0.7942,3186
Desvenlafaxine,ibromyalgia,20,7.85,0.7766,360
Venlafaxine,ibromyalgia,40,7.05,0.7691,1549
Trazodone,ibromyalgia,29,7.45,0.7649,779
Neurontin,ibromyalgia,23,6.65,0.7638,1255
Gabapentin,ibromyalgia,136,6.82,0.7577,8273
Elavil,ibromyalgia,20,6.0,0.7415,1198
Desyrel,ibromyalgia,8,6.88,0.7344,324
Milnacipran,ibromyalgia,278,6.78,0.7222,12458
Savella,ibromyalgia,273,6.76,0.7192,12419
Pregabalin,ibromyalgia,270,6.5,0.7145,13401
Lyrica,ibromyalgia,252,6.46,0.7109,13335
Pristiq,ibromyalgia,15,7.4,0.7104,333
Ultram ER,ibromyalgia,5,7.4,0.7085,207
Fluoxetine,ibromyalgia,6,6.5,0.6742,281
Duloxetine,ibromyalgia,195,6.44,0.674,7419
Cymbalta,ibromyalgia,184,6.45,0.6686,7362
Topiramate,ibromyalgia,31,6.03,0.6247,1235
Topamax,ibromyalgia,19,6.0,0.6218,979
Effexor,ibromyalgia,5,5.2,0.5997,327
L-methylfolate,lic Acid Deficiency,6,7.0,0.696,302
Propranolol,mance Anxiety,259,9.67,0.9334,9448
Metformin / pioglitazone,min / pioglitazone),5,7.2,0.6958,82
Metformin / saxagliptin,min / saxagliptin),14,5.86,0.6165,148
Metformin / sitagliptin,min / sitagliptin),34,6.0,0.6398,1330
Metformin,min),43,7.07,0.734,2947
Linagliptin / metformin,min),8,7.38,0.7153,34
Dapsone,mis,5,9.2,0.9476,99
Formoterol / mometasone,moterol / mometasone),36,6.19,0.632,745
Formoterol,moterol),7,8.0,0.8006,91
Budesonide / formoterol,moterol),102,7.59,0.779,3779
Phenylephrine,mulation) (phenylephrine),15,6.67,0.762,87
Diclofenac,zen Shoulde,5,7.4,0.6197,89
